Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Type,City,State,Category,Sub_Category,Brand,Product_Name,Quantity,Unit_Price,Discount_Pct,Discount_Amount,Revenue,COGS,Profit,Payment_Method,Order_Status,Delivery_Days,Customer_Rating,Review_Count,Is_Weekend_Order
EC-000845,2024-01-14,CUST0127,Vikram Singh,VIP,Hyderabad,Telangana,Electronics,Smartphone,Realme,Realme Smartphone - 609,2,1353.5,20,541.4,2165.6,1121.63,1043.97,Cash on Delivery,Pending,9,3.0,424,1
EC-000846,2024-01-20,CUST0226,Arjun Sharma,VIP,Chandigarh,Punjab,Beauty,Hair Oil,Mamaearth,Mamaearth Hair Oil - 819,1,9959.61,0,0.0,9959.61,5783.89,4175.72,Cash on Delivery,Pending,4,3.0,265,1
EC-000847,2021-10-15,CUST0214,Pooja Nair,Returning,Chandigarh,Punjab,Beauty,Lipstick,LOreal,LOreal Lipstick - 176,3,3601.41,25,2701.06,8103.17,5259.32,2843.85,UPI,Pending,3,3.0,172,0
EC-000848,2024-07-06,CUST0298,Aditya Rao,Returning,Mumbai,Maharashtra,Fashion,Jacket,Levis,Levis Jacket - 951,1,3548.98,15,532.35,3016.63,1992.55,1024.08,Cash on Delivery,Delivered,6,4.7,465,1
EC-000849,2023-04-01,CUST0018,Karan Mehta,Premium,Ahmedabad,Gujarat,Electronics,Tablet,OnePlus,OnePlus Tablet - 758,3,686.94,10,206.08,1854.74,1061.25,793.49,Cash on Delivery,Returned,10,3.0,482,0
EC-000850,2023-01-20,CUST0239,Divya Shah,Premium,Ahmedabad,Gujarat,Electronics,Earbuds,Boat,Boat Earbuds - 209,5,10994.24,0,0.0,54971.2,37601.77,17369.43,Credit Card,Delivered,8,4.1,303,1
EC-000851,2021-02-14,CUST0130,Rahul Kumar,Returning,Kolkata,West Bengal,Home & Kitchen,Pillow,Philips,Philips Pillow - 520,2,8866.45,10,1773.29,15959.61,8287.91,7671.7,Credit Card,Delivered,8,4.9,473,1
EC-000852,2022-08-13,CUST0191,Neha Mishra,VIP,Surat,Gujarat,Books,Fiction Novel,Harper,Harper Fiction Novel - 286,3,8076.98,10,2423.09,21807.85,12426.58,9381.27,Cash on Delivery,Delivered,6,4.0,366,1
EC-000853,2024-03-05,CUST0017,Kavya Pillai,New,Surat,Gujarat,Home & Kitchen,Mixer,Pigeon,Pigeon Mixer - 467,4,6449.21,30,7739.05,18057.79,11732.31,6325.48,Wallet,Pending,6,3.0,62,0
EC-000854,2022-07-14,CUST0090,Ananya Iyer,Returning,Hyderabad,Telangana,Fashion,T-Shirt,H&M,H&M T-Shirt - 590,5,4831.56,0,0.0,24157.8,11543.0,12614.8,Wallet,Delivered,6,1.4,207,1
EC-000855,2024-11-23,CUST0151,Suresh Joshi,VIP,Ahmedabad,Gujarat,Home & Kitchen,Mixer,Pigeon,Pigeon Mixer - 234,4,6805.87,20,5444.7,21778.78,10916.31,10862.47,Credit Card,Delivered,3,4.5,399,0
EC-000856,2023-09-01,CUST0285,Unknown,VIP,Bangalore,Karnataka,Electronics,Speaker,Samsung,Samsung Speaker - 711,2,9975.66,5,997.57,18953.75,12532.03,6421.72,Wallet,Delivered,4,4.0,194,0
EC-000857,2024-02-25,CUST0021,Vikram Singh,Returning,Hyderabad,Telangana,Electronics,Earbuds,Sony,Sony Earbuds - 355,4,10437.7,10,4175.08,37575.72,21261.42,16314.3,UPI,Delivered,7,1.9,63,0
EC-000858,2024-04-16,CUST0148,Ananya Iyer,Returning,Chandigarh,Punjab,Electronics,Speaker,OnePlus,OnePlus Speaker - 975,5,11426.4,5,2856.6,54275.4,24216.05,30059.35,Cash on Delivery,Pending,2,3.0,280,0
EC-000859,2022-07-02,CUST0030,Vikram Singh,VIP,Chennai,Tamil Nadu,Beauty,Hair Oil,LOreal,LOreal Hair Oil - 118,4,6174.96,0,0.0,24699.84,10810.37,13889.47,Cash on Delivery,Delivered,5,1.7,44,0
EC-000860,2024-09-10,CUST0221,Aditya Rao,VIP,Mumbai,Maharashtra,Electronics,T-Shirt,Fabindia,Fabindia T-Shirt - 590,3,10487.74,15,4719.48,26743.74,12249.45,14494.29,Credit Card,Delivered,4,3.6,355,0
EC-000861,2021-05-12,CUST0038,Kavya Pillai,Returning,Mumbai,Maharashtra,Sports,Football,Nivia,Nivia Football - 427,4,13445.78,10,5378.31,48404.81,23678.96,24725.85,Credit Card,Delivered,5,1.9,69,0
EC-000862,2023-04-10,CUST0050,Sneha Reddy,VIP,Mumbai,Maharashtra,Fashion,T-Shirt,Zara,Zara T-Shirt - 289,4,10118.52,25,10118.52,30355.56,19664.92,10690.64,UPI,Delivered,8,3.7,337,0
EC-000863,2021-11-01,CUST0300,Aditya Rao,Premium,Hyderabad,Telangana,Books,Textbook,Oxford,Oxford Textbook - 859,5,2429.12,0,0.0,12145.6,7547.1,4598.5,UPI,Delivered,9,2.4,289,0
EC-000864,2023-04-21,CUST0147,Suresh Joshi,New,Jaipur,Rajasthan,Beauty,Moisturizer,Mamaearth,Mamaearth Moisturizer - 208,5,14889.47,20,14889.47,59557.88,26614.06,32943.82,Debit Card,Delivered,5,5.0,489,1
EC-000865,2022-04-23,CUST0181,Rahul Kumar,Premium,Delhi,Delhi,Beauty,Hair Oil,Mamaearth,Mamaearth Hair Oil - 408,3,8709.33,0,0.0,26127.99,17240.04,8887.95,Wallet,Delivered,8,2.2,287,0
EC-000866,2022-01-05,CUST0194,Rohan Gupta,Premium,Jaipur,Rajasthan,Books,Travel Guide,Harper,Harper Travel Guide - 474,2,6571.99,25,3285.99,9857.99,5263.5,4594.49,Net Banking,Returned,4,3.0,315,0
EC-000867,2024-07-17,CUST0107,Ananya Iyer,Premium,Kolkata,West Bengal,Beauty,Hair Oil,Lakme,Lakme Hair Oil - 813,1,7560.59,0,0.0,7560.59,4486.9,3073.69,Debit Card,Delivered,9,1.1,87,0
EC-000868,2022-12-27,CUST0095,Rahul Kumar,Returning,Mumbai,Maharashtra,Home & Kitchen,Mixer,Borosil,Borosil Mixer - 548,1,2024.7,30,607.41,1417.29,609.24,808.05,Cash on Delivery,Returned,7,3.0,208,1
EC-000869,2023-04-06,CUST0181,Karan Mehta,New,Kolkata,West Bengal,Books,Biography,Rupa,Rupa Biography - 909,1,7434.26,15,1115.14,6319.12,2897.33,3421.79,Cash on Delivery,Delivered,1,3.6,105,1
EC-000870,2023-05-28,CUST0296,Rohan Gupta,New,Chandigarh,Punjab,Books,Biography,Bloomsbury,Bloomsbury Biography - 275,2,9076.8,20,3630.72,14522.88,8038.29,6484.59,Debit Card,Delivered,4,1.2,305,1
EC-000871,2022-05-05,CUST0283,Pooja Nair,Returning,Hyderabad,Telangana,Electronics,Smartwatch,Apple,Apple Smartwatch - 647,3,14460.97,0,0.0,43382.91,19111.21,24271.7,Credit Card,Delivered,5,1.6,368,0
EC-000872,2023-06-03,CUST0084,Vikram Singh,VIP,Surat,Gujarat,Electronics,Camera,OnePlus,OnePlus Camera - 726,2,11510.85,20,4604.34,18417.36,7396.81,11020.55,UPI,Delivered,9,1.0,165,0
EC-000873,2023-04-24,CUST0296,Rohan Gupta,New,Mumbai,Maharashtra,Fashion,Mixer,Hawkins,Hawkins Mixer - 650,4,11551.86,30,13862.23,32345.21,15133.73,17211.48,Wallet,Delivered,5,3.0,224,0
EC-000874,2024-11-09,CUST0246,Karan Mehta,VIP,Chandigarh,Punjab,Sports,Yoga Mat,Nivia,Nivia Yoga Mat - 325,5,9951.0,25,12438.75,37316.25,22228.19,15088.06,UPI,Cancelled,10,3.0,207,0
EC-000875,2024-03-15,CUST0283,Kavya Pillai,Premium,Surat,Gujarat,Home & Kitchen,Pressure Cooker,Borosil,Borosil Pressure Cooker - 251,5,9129.35,30,13694.02,31952.73,20923.73,11029.0,Net Banking,Pending,4,3.0,40,0
EC-000876,2022-04-19,CUST0012,Ananya Iyer,Premium,Ahmedabad,Gujarat,Electronics,Earbuds,Apple,Apple Earbuds - 121,2,2833.44,5,283.34,5383.54,3112.99,2270.55,UPI,Pending,8,3.0,423,0
EC-000877,2022-02-05,CUST0226,Pooja Nair,VIP,Kolkata,West Bengal,Fashion,Jeans,Fabindia,Fabindia Jeans - 760,1,7033.52,25,1758.38,5275.14,2131.71,3143.43,Net Banking,Returned,2,3.0,175,0
EC-000878,2021-10-04,CUST0124,Arjun Sharma,New,Bangalore,Karnataka,Electronics,Camera,Boat,Boat Camera - 946,4,7292.43,25,7292.43,21877.29,13853.5,8023.79,Credit Card,Returned,7,3.0,163,0
EC-000879,2021-05-05,CUST0015,Arjun Sharma,New,Chennai,Tamil Nadu,Beauty,Face Cream,LOreal,LOreal Face Cream - 655,3,9537.83,30,8584.05,20029.44,12852.05,7177.39,Wallet,Delivered,10,2.6,11,0
EC-000880,2022-08-25,CUST0280,Ananya Iyer,Premium,Delhi,Delhi,Home & Kitchen,Cookware,Hawkins,Hawkins Cookware - 439,5,8695.53,5,2173.88,41303.77,23509.11,17794.66,Net Banking,Returned,10,3.0,404,0
EC-000881,2023-11-18,CUST0162,Unknown,New,Jaipur,Rajasthan,Fashion,Jeans,Zara,Zara Jeans - 657,2,8245.78,25,4122.89,12368.67,8063.71,4304.96,UPI,Delivered,2,1.5,127,0
EC-000882,2021-04-01,CUST0036,Suresh Joshi,Returning,Kolkata,West Bengal,Electronics,Smartwatch,Xiaomi,Xiaomi Smartwatch - 461,2,6158.2,5,615.82,11700.58,5183.17,6517.41,Wallet,Returned,4,3.0,172,0
EC-000883,2021-08-06,CUST0217,Sneha Reddy,Premium,Kolkata,West Bengal,Home & Kitchen,Pressure Cooker,Hawkins,Hawkins Pressure Cooker - 465,4,10929.9,25,10929.9,32789.7,20835.59,11954.11,Credit Card,Delivered,2,5.0,95,1
EC-000884,2021-10-05,CUST0294,Aditya Rao,Returning,Pune,Maharashtra,Sports,Cricket Bat,Decathlon,Decathlon Cricket Bat - 795,1,12579.21,0,0.0,12579.21,7350.61,5228.6,Net Banking,Returned,3,3.0,194,0
EC-000885,2023-06-04,CUST0149,Neha Mishra,Premium,Hyderabad,Telangana,Fashion,Sneakers,Puma,Puma Sneakers - 930,5,4152.12,20,4152.12,16608.48,7729.05,8879.43,Wallet,Returned,5,3.0,103,0
EC-000886,2022-06-05,CUST0198,Riya Bose,New,Bangalore,Karnataka,Electronics,Speaker,Samsung,Samsung Speaker - 215,3,8942.57,30,8048.31,18779.4,7603.27,11176.13,Cash on Delivery,Returned,7,3.0,395,0
EC-000887,2023-03-06,CUST0288,Aditya Rao,VIP,Bangalore,Karnataka,Books,Cookbook,Oxford,Oxford Cookbook - 534,1,10009.33,0,0.0,10009.33,5675.03,4334.3,Net Banking,Delivered,7,2.4,14,1
EC-000888,2022-11-08,CUST0044,Riya Bose,VIP,Surat,Gujarat,Beauty,Perfume,Mamaearth,Mamaearth Perfume - 645,4,13871.39,10,5548.56,49937.0,26876.14,23060.86,Cash on Delivery,Returned,7,3.0,97,0
EC-000889,2024-09-19,CUST0104,Rahul Kumar,Returning,Lucknow,UP,Fashion,Kurta,Zara,Zara Kurta - 470,5,1641.17,25,2051.46,6154.39,3204.03,2950.36,Credit Card,Pending,4,3.0,255,0
EC-000891,2022-04-27,CUST0251,Vikram Singh,New,Jaipur,Rajasthan,Fashion,Handbag,Fabindia,Fabindia Handbag - 812,3,2308.44,15,1038.8,5886.52,2517.25,3369.27,Wallet,Delivered,4,4.3,211,1
EC-000892,2024-06-02,CUST0095,Rahul Kumar,VIP,Mumbai,Maharashtra,Fashion,Kurta,Puma,Puma Kurta - 957,3,13491.94,25,10118.95,30356.87,17179.97,13176.9,Cash on Delivery,Pending,2,3.0,277,0
EC-000893,2021-04-03,CUST0089,Kavya Pillai,Returning,Pune,Maharashtra,Fashion,T-Shirt,H&M,H&M T-Shirt - 883,2,9146.32,5,914.63,17378.01,8977.79,8400.22,Debit Card,Cancelled,1,3.0,71,0
EC-000894,2023-08-14,CUST0075,Arjun Sharma,Premium,Chandigarh,Punjab,Books,Cookbook,Harper,Harper Cookbook - 213,1,4792.28,20,958.46,3833.82,1644.68,2189.14,Debit Card,Returned,6,3.0,422,1
EC-000895,2022-09-06,CUST0099,Kavya Pillai,VIP,Lucknow,UP,Electronics,Camera,Samsung,Samsung Camera - 667,3,8024.89,30,7222.4,16852.27,11157.64,5694.63,Wallet,Returned,1,3.0,19,1
EC-000896,2022-07-06,CUST0194,Suresh Joshi,Returning,Hyderabad,Telangana,Home & Kitchen,Lamp,Borosil,Borosil Lamp - 860,3,12205.86,25,9154.4,27463.18,13678.92,13784.26,Debit Card,Delivered,5,2.2,412,1
EC-000897,2022-12-18,CUST0131,Amit Tiwari,VIP,Chennai,Tamil Nadu,Fashion,Biography,Penguin,Penguin Biography - 420,4,10264.66,15,6158.8,34899.84,17260.48,17639.36,Wallet,Delivered,10,1.5,187,0
EC-000898,2021-06-21,CUST0276,Rohan Gupta,New,Kolkata,West Bengal,Beauty,Perfume,Ponds,Ponds Perfume - 206,3,10032.59,5,1504.89,28592.88,12462.74,16130.14,Credit Card,Delivered,7,3.3,72,1
EC-000899,2022-05-06,CUST0171,Rahul Kumar,Returning,Pune,Maharashtra,Home & Kitchen,Lamp,Milton,Milton Lamp - 711,4,6446.47,0,0.0,25785.88,18008.99,7776.89,Credit Card,Delivered,9,1.4,140,1
EC-000900,2021-04-09,CUST0052,Priya Patel,VIP,Chennai,Tamil Nadu,Home & Kitchen,Pressure Cooker,Borosil,Borosil Pressure Cooker - 146,5,482.78,25,603.47,1810.43,878.71,931.72,Credit Card,Cancelled,2,3.0,110,0
EC-000901,2023-07-17,CUST0200,Suresh Joshi,Premium,Mumbai,Maharashtra,Home & Kitchen,Mixer,Bajaj,Bajaj Mixer - 232,5,11967.98,10,5983.99,53855.91,25299.48,28556.43,Wallet,Delivered,4,1.9,297,0
EC-000902,2021-09-26,CUST0137,Suresh Joshi,VIP,Kolkata,West Bengal,Beauty,Face Cream,Himalaya,Himalaya Face Cream - 700,2,1709.86,25,854.93,2564.79,1394.08,1170.71,Credit Card,Delivered,3,3.3,19,0
EC-000903,2021-11-03,CUST0267,Vikram Singh,Returning,Surat,Gujarat,Home & Kitchen,Pressure Cooker,Philips,Philips Pressure Cooker - 613,3,12503.02,15,5626.36,31882.7,22083.29,9799.41,Cash on Delivery,Delivered,4,2.9,153,0
EC-000904,2023-08-26,CUST0230,Divya Shah,Premium,Jaipur,Rajasthan,Beauty,Sunscreen,Dove,Dove Sunscreen - 738,2,12319.01,30,7391.41,17246.61,7113.77,10132.84,Net Banking,Delivered,3,3.0,368,0
EC-000905,2022-04-20,CUST0052,Vikram Singh,VIP,Surat,Gujarat,Electronics,Camera,Xiaomi,Xiaomi Camera - 199,2,2393.4,15,718.02,4068.78,2820.11,1248.67,Credit Card,Delivered,10,3.2,373,1
EC-000906,2021-08-04,CUST0140,Unknown,Premium,Hyderabad,Telangana,Fashion,Handbag,Fabindia,Fabindia Handbag - 265,3,13625.26,20,8175.16,32700.62,22856.74,9843.88,Credit Card,Delivered,8,3.8,426,0
EC-000907,2021-03-23,CUST0269,Riya Bose,Premium,Pune,Maharashtra,Home & Kitchen,Lamp,Bajaj,Bajaj Lamp - 881,3,13678.95,0,0.0,41036.85,16672.46,24364.39,Net Banking,Delivered,8,2.3,88,0
EC-000908,2021-06-28,CUST0118,Kavya Pillai,Returning,Lucknow,UP,Beauty,Shampoo,Lakme,Lakme Shampoo - 551,5,10561.4,15,7921.05,44885.95,22416.3,22469.65,UPI,Returned,5,3.0,259,1
EC-000909,2021-11-14,CUST0122,Rohan Gupta,New,Pune,Maharashtra,Sports,Swimming Goggles,Vector X,Vector X Swimming Goggles - 735,3,13966.57,10,4189.97,37709.74,22732.62,14977.12,Wallet,Returned,9,3.0,10,1
EC-000910,2021-03-28,CUST0028,Suresh Joshi,Returning,Chennai,Tamil Nadu,Electronics,Camera,Xiaomi,Xiaomi Camera - 683,4,14027.48,25,14027.48,42082.44,20000.26,22082.18,Net Banking,Delivered,2,1.5,234,1
EC-000911,2021-06-15,CUST0164,Amit Tiwari,New,Ahmedabad,Gujarat,Electronics,Laptop,Sony,Sony Laptop - 187,1,5729.8,25,1432.45,4297.35,1798.92,2498.43,Debit Card,Pending,8,3.0,269,0
EC-000912,2024-06-03,CUST0093,Riya Bose,Returning,Kolkata,West Bengal,Beauty,Face Cream,Biotique,Biotique Face Cream - 819,3,9905.72,5,1485.86,28231.3,19742.85,8488.45,Wallet,Delivered,6,2.8,172,0
EC-000913,2022-08-05,CUST0064,Priya Patel,VIP,Ahmedabad,Gujarat,Books,Fiction Novel,Oxford,Oxford Fiction Novel - 163,1,6280.9,0,0.0,6280.9,3242.09,3038.81,UPI,Delivered,4,3.6,245,0
EC-000914,2021-11-14,CUST0007,Ananya Iyer,New,Mumbai,Maharashtra,Books,Comics,Harper,Harper Comics - 245,4,6014.52,5,1202.9,22855.18,12264.43,10590.75,Credit Card,Delivered,5,2.7,277,1
EC-000915,2024-07-17,CUST0138,Rohan Gupta,Returning,Hyderabad,Telangana,Home & Kitchen,Curtains,Prestige,Prestige Curtains - 950,1,14323.03,30,4296.91,10026.12,4465.93,5560.19,Credit Card,Pending,4,3.0,440,0
EC-000916,2022-06-14,CUST0161,Ananya Iyer,VIP,Hyderabad,Telangana,Electronics,Earbuds,OnePlus,OnePlus Earbuds - 463,5,1757.01,5,439.25,8345.8,5511.99,2833.81,Wallet,Returned,8,3.0,0,1
EC-000918,2021-03-15,CUST0178,Aditya Rao,New,Chandigarh,Punjab,Beauty,Moisturizer,Dove,Dove Moisturizer - 911,2,3302.26,10,660.45,5944.07,2452.46,3491.61,Wallet,Returned,3,3.0,456,0
EC-000919,2024-03-21,CUST0292,Sneha Reddy,New,Chandigarh,Punjab,Books,Textbook,Random House,Random House Textbook - 323,5,8697.03,0,0.0,43485.15,21901.05,21584.1,Wallet,Pending,8,3.0,433,1
EC-000920,2022-10-13,CUST0146,Karan Mehta,Returning,Jaipur,Rajasthan,Fashion,Kurta,Puma,Puma Kurta - 795,4,1281.28,30,1537.54,3587.58,2044.04,1543.54,Cash on Delivery,Delivered,4,4.6,155,1
EC-000921,2023-05-17,CUST0251,Riya Bose,VIP,Pune,Maharashtra,Electronics,Tablet,Xiaomi,Xiaomi Tablet - 523,4,13193.66,0,0.0,52774.64,29949.91,22824.73,Net Banking,Returned,2,3.0,186,0
EC-000922,2023-02-06,CUST0039,Neha Mishra,Returning,Jaipur,Rajasthan,Home & Kitchen,Bedsheet,Milton,Milton Bedsheet - 666,4,9254.56,15,5552.74,31465.5,17529.4,13936.1,Cash on Delivery,Returned,8,3.0,488,1
EC-000923,2024-11-10,CUST0268,Rahul Kumar,New,Kolkata,West Bengal,Fashion,Jacket,Nike,Nike Jacket - 191,4,3091.49,10,1236.6,11129.36,5503.5,5625.86,Wallet,Delivered,10,4.2,221,0
EC-000924,2021-11-15,CUST0253,Priya Patel,Premium,Delhi,Delhi,Electronics,Smartwatch,Sony,Sony Smartwatch - 972,4,11773.7,15,7064.22,40030.58,19339.6,20690.98,Net Banking,Cancelled,9,3.0,256,0
EC-000925,2024-02-07,CUST0044,Neha Mishra,VIP,Ahmedabad,Gujarat,Fashion,Jeans,Fabindia,Fabindia Jeans - 522,2,14817.47,20,5926.99,23707.95,11799.58,11908.37,Wallet,Delivered,8,2.6,199,1
EC-000926,2023-04-17,CUST0249,Rohan Gupta,Premium,Kolkata,West Bengal,Beauty,Moisturizer,Dove,Dove Moisturizer - 958,3,7792.62,0,0.0,23377.86,13423.42,9954.44,Net Banking,Delivered,5,4.7,425,0
EC-000927,2021-01-05,CUST0155,Aditya Rao,Premium,Kolkata,West Bengal,Beauty,Shampoo,Lakme,Lakme Shampoo - 274,1,2322.2,0,0.0,2322.2,1476.4,845.8,Cash on Delivery,Cancelled,6,3.0,422,0
EC-000928,2024-01-26,CUST0029,Vikram Singh,VIP,Kolkata,West Bengal,Books,Self Help,Random House,Random House Self Help - 845,1,13120.74,5,656.04,12464.7,5034.15,7430.55,Debit Card,Returned,10,3.0,160,0
EC-000929,2022-02-23,CUST0180,Sneha Reddy,VIP,Bangalore,Karnataka,Books,Textbook,Random House,Random House Textbook - 963,3,2069.48,15,931.27,5277.17,2807.23,2469.94,Wallet,Cancelled,3,3.0,486,0
EC-000930,2022-02-03,CUST0135,Arjun Sharma,Returning,Bangalore,Karnataka,Home & Kitchen,Cookware,Borosil,Borosil Cookware - 128,5,1835.24,10,917.62,8258.58,3618.32,4640.26,Cash on Delivery,Returned,1,3.0,170,0
EC-000931,2021-12-24,CUST0095,Neha Mishra,Returning,Lucknow,UP,Beauty,Sunscreen,Lakme,Lakme Sunscreen - 345,2,5809.91,15,1742.97,9876.85,4591.75,5285.1,Wallet,Returned,3,3.0,377,0
EC-000932,2022-12-25,CUST0093,Priya Patel,Premium,Jaipur,Rajasthan,Fashion,Saree,H&M,H&M Saree - 184,3,12412.48,30,11171.23,26066.21,15024.57,11041.64,Debit Card,Delivered,7,2.4,471,0
EC-000933,2021-02-15,CUST0185,Sneha Reddy,Returning,Lucknow,UP,Beauty,Face Cream,Dove,Dove Face Cream - 389,2,12406.39,30,7443.83,17368.95,10237.91,7131.04,UPI,Delivered,10,4.1,84,0
EC-000934,2023-04-13,CUST0224,Arjun Sharma,VIP,Ahmedabad,Gujarat,Fashion,T-Shirt,Zara,Zara T-Shirt - 175,3,14373.39,30,12936.05,30184.12,16973.56,13210.56,Net Banking,Returned,2,3.0,219,1
EC-000935,2024-06-21,CUST0215,Ananya Iyer,Premium,Surat,Gujarat,Beauty,Face Cream,LOreal,LOreal Face Cream - 110,3,9422.2,15,4239.99,24026.61,13730.78,10295.83,Debit Card,Delivered,8,1.7,196,1
EC-000937,2021-09-17,CUST0266,Unknown,New,Lucknow,UP,Home & Kitchen,Mixer,Philips,Philips Mixer - 322,2,1293.58,0,0.0,2587.16,1377.79,1209.37,Credit Card,Delivered,3,1.7,347,0
EC-000938,2022-05-09,CUST0077,Rahul Kumar,Premium,Delhi,Delhi,Home & Kitchen,Pressure Cooker,Philips,Philips Pressure Cooker - 825,5,5861.94,25,7327.42,21982.28,9130.23,12852.05,Cash on Delivery,Delivered,8,2.6,348,0
EC-000939,2024-07-17,CUST0175,Rohan Gupta,Returning,Chandigarh,Punjab,Beauty,Lipstick,Biotique,Biotique Lipstick - 302,3,13265.11,30,11938.6,27856.73,13404.27,14452.46,Wallet,Delivered,7,1.8,387,0
EC-000940,2023-03-26,CUST0016,Riya Bose,VIP,Delhi,Delhi,Beauty,Lipstick,Biotique,Biotique Lipstick - 556,3,1024.42,20,614.65,2458.61,1035.93,1422.68,Net Banking,Pending,4,3.0,332,0
EC-000941,2021-10-13,CUST0015,Neha Mishra,Premium,Pune,Maharashtra,Sports,Badminton Kit,Adidas,Adidas Badminton Kit - 747,3,13182.7,20,7909.62,31638.48,17950.47,13688.01,Credit Card,Delivered,7,4.8,326,1
EC-000942,2024-05-20,CUST0001,Suresh Joshi,New,Jaipur,Rajasthan,Books,Self Help,Penguin,Penguin Self Help - 217,2,2860.63,10,572.13,5149.13,2895.77,2253.36,Debit Card,Delivered,9,3.6,265,1
EC-000943,2022-02-07,CUST0012,Vikram Singh,Premium,Bangalore,Karnataka,Home & Kitchen,Curtains,Milton,Milton Curtains - 225,3,8879.3,10,2663.79,23974.11,12856.92,11117.19,Credit Card,Delivered,6,2.8,344,1
EC-000944,2022-08-19,CUST0279,Rahul Kumar,VIP,Chandigarh,Punjab,Home & Kitchen,Pillow,Prestige,Prestige Pillow - 390,1,11967.62,10,1196.76,10770.86,6753.62,4017.24,Cash on Delivery,Delivered,6,3.7,170,0
EC-000945,2023-12-20,CUST0141,Kavya Pillai,VIP,Delhi,Delhi,Fashion,Jacket,H&M,H&M Jacket - 425,5,14239.81,20,14239.81,56959.24,25219.67,31739.57,UPI,Cancelled,2,3.0,42,1
EC-000946,2021-05-14,CUST0179,Amit Tiwari,Returning,Ahmedabad,Gujarat,Fashion,Jeans,Zara,Zara Jeans - 715,4,1243.7,15,746.22,4228.58,1696.74,2531.84,UPI,Delivered,2,3.7,55,1
EC-000947,2023-01-21,CUST0220,Amit Tiwari,Premium,Lucknow,UP,Sports,Football,Nike,Nike Football - 234,3,11512.98,0,0.0,34538.94,18101.98,16436.96,Net Banking,Delivered,10,3.6,480,1
EC-000948,2021-02-16,CUST0006,Divya Shah,Premium,Mumbai,Maharashtra,Electronics,Smartwatch,Boat,Boat Smartwatch - 424,4,2738.53,10,1095.41,9858.71,4234.58,5624.13,UPI,Returned,2,3.0,463,0
EC-000950,2021-06-28,CUST0076,Ananya Iyer,New,Mumbai,Maharashtra,Electronics,Laptop,Samsung,Samsung Laptop - 295,2,10195.43,5,1019.54,19371.32,10926.95,8444.37,Wallet,Delivered,7,2.9,494,1
EC-000951,2021-05-26,CUST0035,Priya Patel,Premium,Mumbai,Maharashtra,Home & Kitchen,Cookware,Borosil,Borosil Cookware - 176,5,4280.95,25,5351.19,16053.56,8106.75,7946.81,UPI,Delivered,1,4.1,486,0
EC-000952,2022-03-19,CUST0216,Vikram Singh,Premium,Kolkata,West Bengal,Home & Kitchen,Pillow,Borosil,Borosil Pillow - 982,5,10340.7,10,5170.35,46533.15,32037.36,14495.79,Debit Card,Delivered,8,3.9,232,0
EC-000953,2021-09-17,CUST0151,Riya Bose,VIP,Surat,Gujarat,Sports,Swimming Goggles,Cosco,Cosco Swimming Goggles - 387,1,6204.13,15,930.62,5273.51,3657.0,1616.51,UPI,Cancelled,4,3.0,439,0
EC-000954,2023-12-03,CUST0187,Pooja Nair,Returning,Delhi,Delhi,Beauty,Perfume,LOreal,LOreal Perfume - 811,3,5079.47,10,1523.84,13714.57,8492.9,5221.67,Credit Card,Cancelled,6,3.0,288,0
EC-000955,2022-08-27,CUST0037,Riya Bose,New,Chennai,Tamil Nadu,Electronics,Earbuds,Samsung,Samsung Earbuds - 448,3,7876.08,0,0.0,23628.24,9933.12,13695.12,Debit Card,Delivered,7,1.7,409,1
EC-000956,2023-05-23,CUST0080,Vikram Singh,New,Jaipur,Rajasthan,Sports,Swimming Goggles,Vector X,Vector X Swimming Goggles - 233,3,2185.81,30,1967.23,4590.2,2408.69,2181.51,Debit Card,Pending,8,3.0,293,0
EC-000957,2022-07-07,CUST0028,Kavya Pillai,Returning,Lucknow,UP,Home & Kitchen,Curtains,Pigeon,Pigeon Curtains - 802,5,9317.29,20,9317.29,37269.16,21264.5,16004.66,UPI,Delivered,2,1.2,495,1
EC-000958,2021-12-04,CUST0214,Amit Tiwari,Returning,Bangalore,Karnataka,Sports,Badminton Kit,Decathlon,Decathlon Badminton Kit - 373,3,6000.41,15,2700.18,15301.05,6730.98,8570.07,Credit Card,Delivered,4,1.6,84,0
EC-000959,2023-02-18,CUST0151,Kavya Pillai,Returning,Ahmedabad,Gujarat,Books,Cookbook,Random House,Random House Cookbook - 254,2,13614.93,10,2722.99,24506.87,17092.56,7414.31,Net Banking,Delivered,2,1.8,114,0
EC-000960,2024-05-12,CUST0146,Suresh Joshi,VIP,Pune,Maharashtra,Sports,Football,Vector X,Vector X Football - 298,3,10540.81,0,0.0,31622.43,18236.85,13385.58,UPI,Delivered,2,4.8,342,0
EC-000961,2024-09-14,CUST0088,Priya Patel,Returning,Lucknow,UP,Fashion,Kurta,H&M,H&M Kurta - 213,1,9872.96,10,987.3,8885.66,4084.24,4801.42,Debit Card,Pending,2,3.0,370,1
EC-000962,2022-02-18,CUST0134,Pooja Nair,VIP,Lucknow,UP,Electronics,Smartphone,Samsung,Samsung Smartphone - 501,3,5386.99,10,1616.1,14544.87,9222.38,5322.49,Net Banking,Delivered,2,3.3,346,0
